ANO_EMPENHO;DS_ORGAO;VL_EMPENHADO
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;40144,65
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;40144,65
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;446
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;446
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8689,1
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8689,1
2018;FUNDO MUNICIPAL DA SAÚDE;508
2018;FUNDO MUNICIPAL DA SAÚDE;508
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1142296,46
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1142296,46
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1142296,46
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1142296,46
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;28,5
2018;FUNDAÇÃO DE AÇÃO SOCIAL;22670,67
2018;FUNDAÇÃO CULTURAL DE CURITIBA;3672
2018;FUNDAÇÃO CULTURAL DE CURITIBA;3672
2018;ENCARGOS GERAIS DO MUNICÍPIO;60761,24
2018;ENCARGOS GERAIS DO MUNICÍPIO;60761,24
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;4000
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;4000
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;4000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;614703,63
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;614703,63
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;503,13
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;503,13
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;30000
2018;FUNDO MUNICIPAL DA SAÚDE;3620
2018;FUNDO MUNICIPAL DA SAÚDE;3620
2018;FUNDO MUNICIPAL DA SAÚDE;3620
2018;FUNDO MUNICIPAL DA SAÚDE;3620
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1138629,25
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1138629,25
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1138629,25
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;1138629,25
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;5660
2018;FUNDAÇÃO DE AÇÃO SOCIAL;288000
2018;FUNDAÇÃO CULTURAL DE CURITIBA;106,8
2018;FUNDAÇÃO CULTURAL DE CURITIBA;106,8
2018;ENCARGOS GERAIS DO MUNICÍPIO;300991,96
2018;ENCARGOS GERAIS DO MUNICÍPIO;300991,96
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;61348,27
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;1831,79
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;1831,79
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;49809,33
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;49809,33
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;49809,33
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;49809,33
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;30053,63
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO MUNICIPAL DA SAÚDE;26450,6
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;150937,08
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;150937,08
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;298887,44
2018;FUNDAÇÃO DE AÇÃO SOCIAL;60000
2018;FUNDAÇÃO DE AÇÃO SOCIAL;60000
2018;FUNDAÇÃO DE AÇÃO SOCIAL;60000
2018;FUNDAÇÃO DE AÇÃO SOCIAL;60000
2018;FUNDAÇÃO CULTURAL DE CURITIBA;62,2
2018;FUNDAÇÃO CULTURAL DE CURITIBA;62,2
2018;ENCARGOS GERAIS DO MUNICÍPIO;280771,82
2018;ENCARGOS GERAIS DO MUNICÍPIO;280771,82
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;3000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;500
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;500
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;171,8
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;171,8
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8800
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;8800
2018;FUNDO MUNICIPAL DA SAÚDE;6172,77
2018;FUNDO MUNICIPAL DA SAÚDE;6172,77
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;744447,04
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;744447,04
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;744447,04
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;744447,04
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;2262,37
2018;FUNDAÇÃO DE AÇÃO SOCIAL;359
2018;FUNDAÇÃO DE AÇÃO SOCIAL;359
2018;FUNDAÇÃO CULTURAL DE CURITIBA;200
2018;FUNDAÇÃO CULTURAL DE CURITIBA;200
2018;ENCARGOS GERAIS DO MUNICÍPIO;1390854,65
2018;ENCARGOS GERAIS DO MUNICÍPIO;1390854,65
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;7000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;639,5
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;639,5
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;390,59
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;390,59
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;7250
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;7250
2018;FUNDO MUNICIPAL DA SAÚDE;92,5
2018;FUNDO MUNICIPAL DA SAÚDE;92,5
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;670057,11
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;670057,11
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;670057,11
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;670057,11
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;1934,99
2018;FUNDAÇÃO DE AÇÃO SOCIAL;1000
2018;FUNDAÇÃO DE AÇÃO SOCIAL;1000
2018;FUNDAÇÃO CULTURAL DE CURITIBA;2120
2018;FUNDAÇÃO CULTURAL DE CURITIBA;2120
2018;ENCARGOS GERAIS DO MUNICÍPIO;278015,72
2018;ENCARGOS GERAIS DO MUNICÍPIO;278015,72
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;5000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;3963
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;3963
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;1025,32
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;1025,32
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;101549,06
2018;FUNDO MUNICIPAL DA SAÚDE;3456,44
2018;FUNDO MUNICIPAL DA SAÚDE;3456,44
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;667905,99
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;667905,99
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;667905,99
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;667905,99
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;4392
2018;FUNDAÇÃO DE AÇÃO SOCIAL;2200
2018;FUNDAÇÃO CULTURAL DE CURITIBA;533,4
2018;FUNDAÇÃO CULTURAL DE CURITIBA;533,4
2018;ENCARGOS GERAIS DO MUNICÍPIO;125107,08
2018;ENCARGOS GERAIS DO MUNICÍPIO;125107,08
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;7000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;1200
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;1200
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;400
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;54000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;54000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;54000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;54000
2018;FUNDO MUNICIPAL DA SAÚDE;51,8
2018;FUNDO MUNICIPAL DA SAÚDE;51,8
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;88537,84
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;88537,84
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;3519
2018;FUNDAÇÃO DE AÇÃO SOCIAL;2200
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1812
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1812
2018;ENCARGOS GERAIS DO MUNICÍPIO;186451,42
2018;ENCARGOS GERAIS DO MUNICÍPIO;186451,42
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;20092,8
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;14471,8
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;14471,8
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;274,5
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;274,5
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;47967,22
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;47967,22
2018;FUNDO MUNICIPAL DA SAÚDE;615404,54
2018;FUNDO MUNICIPAL DA SAÚDE;615404,54
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;752855,97
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;752855,97
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;752855,97
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;752855,97
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;27896,45
2018;FUNDAÇÃO DE AÇÃO SOCIAL;2200
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1223894,45
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1223894,45
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1223894,45
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1223894,45
2018;ENCARGOS GERAIS DO MUNICÍPIO;268278,56
2018;ENCARGOS GERAIS DO MUNICÍPIO;268278,56
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;1860
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;1860
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;600
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;600
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;600
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;11355,04
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;11355,04
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;4420,14
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;4420,14
2018;FUNDO MUNICIPAL DA SAÚDE;1636702,39
2018;FUNDO MUNICIPAL DA SAÚDE;1636702,39
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;677625,75
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;677625,75
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;677625,75
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;677625,75
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;700
2018;FUNDAÇÃO DE AÇÃO SOCIAL;2200
2018;FUNDAÇÃO CULTURAL DE CURITIBA;30030,41
2018;FUNDAÇÃO CULTURAL DE CURITIBA;30030,41
2018;ENCARGOS GERAIS DO MUNICÍPIO;120725,36
2018;ENCARGOS GERAIS DO MUNICÍPIO;120725,36
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;1800
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;624,08
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;624,08
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;414
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;414
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26400
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26400
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26400
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;26400
2018;FUNDO MUNICIPAL DA SAÚDE;1073808,15
2018;FUNDO MUNICIPAL DA SAÚDE;1073808,15
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;675450,32
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;675450,32
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;675450,32
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;675450,32
2018;FUNDO DE ABASTECIMENTO ALIMENTAR DE CURITIBA;450
2018;FUNDAÇÃO DE AÇÃO SOCIAL;2200
2018;FUNDAÇÃO CULTURAL DE CURITIBA;228239,58
2018;FUNDAÇÃO CULTURAL DE CURITIBA;228239,58
2018;ENCARGOS GERAIS DO MUNICÍPIO;179921,19
2018;ENCARGOS GERAIS DO MUNICÍPIO;179921,19
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;2400
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;65212,07
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;65212,07
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;65212,07
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;65212,07
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;91,5
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;91,5
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;4004
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;4004
2018;FUNDO MUNICIPAL DA SAÚDE;2485275,4
2018;FUNDO MUNICIPAL DA SAÚDE;2485275,4
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;89537,93
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;89537,93
2018;FUNDAÇÃO DE AÇÃO SOCIAL;239,2
2018;FUNDAÇÃO DE AÇÃO SOCIAL;239,2
2018;FUNDAÇÃO CULTURAL DE CURITIBA;27623,4
2018;FUNDAÇÃO CULTURAL DE CURITIBA;27623,4
2018;ENCARGOS GERAIS DO MUNICÍPIO;153429,81
2018;ENCARGOS GERAIS DO MUNICÍPIO;153429,81
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;900
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;900
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;53678,16
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;53678,16
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;165,88
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;165,88
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;21750
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;21750
2018;FUNDO MUNICIPAL DA SAÚDE;2586453,22
2018;FUNDO MUNICIPAL DA SAÚDE;2586453,22
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;752855,97
2018;FUNDAÇÃO DE AÇÃO SOCIAL;1016,6
2018;FUNDAÇÃO DE AÇÃO SOCIAL;1016,6
2018;FUNDAÇÃO CULTURAL DE CURITIBA;941,71
2018;FUNDAÇÃO CULTURAL DE CURITIBA;941,71
2018;ENCARGOS GERAIS DO MUNICÍPIO;69043,41
2018;ENCARGOS GERAIS DO MUNICÍPIO;69043,41
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;400
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;10618,11
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;10618,11
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;82,94
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;82,94
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;75000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;75000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;75000
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;75000
2018;FUNDO MUNICIPAL DA SAÚDE;4671054,21
2018;FUNDO MUNICIPAL DA SAÚDE;4671054,21
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;677625,75
2018;FUNDAÇÃO DE AÇÃO SOCIAL;84,83
2018;FUNDAÇÃO DE AÇÃO SOCIAL;84,83
2018;FUNDAÇÃO CULTURAL DE CURITIBA;39668,42
2018;FUNDAÇÃO CULTURAL DE CURITIBA;39668,42
2018;ENCARGOS GERAIS DO MUNICÍPIO;106409,25
2018;ENCARGOS GERAIS DO MUNICÍPIO;106409,25
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;620
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;620
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;620
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;9390,46
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;9390,46
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;1628909,88
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;34701,17
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;34701,17
2018;FUNDO MUNICIPAL DA SAÚDE;6198619,54
2018;FUNDO MUNICIPAL DA SAÚDE;6198619,54
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;675450,32
2018;FUNDAÇÃO DE AÇÃO SOCIAL;94,12
2018;FUNDAÇÃO DE AÇÃO SOCIAL;94,12
2018;FUNDAÇÃO CULTURAL DE CURITIBA;525,63
2018;FUNDAÇÃO CULTURAL DE CURITIBA;525,63
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1587,75
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;1162,2
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;5517,58
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;5517,58
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;55979,34
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2288,83
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;2288,83
2018;FUNDO MUNICIPAL DA SAÚDE;5284680,55
2018;FUNDO MUNICIPAL DA SAÚDE;5284680,55
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;758446,11
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;758446,11
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;758446,11
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;758446,11
2018;FUNDAÇÃO DE AÇÃO SOCIAL;29,4
2018;FUNDAÇÃO DE AÇÃO SOCIAL;29,4
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1445,52
2018;FUNDAÇÃO CULTURAL DE CURITIBA;1445,52
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1215,8
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;6000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;4511,88
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;4511,88
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;265712,49
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;16416
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;16416
2018;FUNDO MUNICIPAL DA SAÚDE;2429,5
2018;FUNDO MUNICIPAL DA SAÚDE;2429,5
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;682657,3
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;682657,3
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;682657,3
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;682657,3
2018;FUNDAÇÃO DE AÇÃO SOCIAL;4,89
2018;FUNDAÇÃO DE AÇÃO SOCIAL;4,89
2018;FUNDAÇÃO CULTURAL DE CURITIBA;47493,73
2018;FUNDAÇÃO CULTURAL DE CURITIBA;47493,73
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1631,2
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1631,2
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1631,2
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1631,2
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1631,2
2018;SECRETARIA MUNICIPAL DO MEIO AMBIENTE;1631,2
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;726,71
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;726,71
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;12481,25
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;12481,25
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;578,14
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;24506,58
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;24506,58
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;24506,58
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;24506,58
2018;FUNDO MUNICIPAL DA SAÚDE;2222,89
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;680465,71
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;680465,71
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;680465,71
2018;FUNDO DE URBANIZAÇÃO DE CURITIBA;680465,71
2018;FUNDAÇÃO DE AÇÃO SOCIAL;12,6
2018;FUNDAÇÃO DE AÇÃO SOCIAL;12,6
2018;FUNDAÇÃO CULTURAL DE CURITIBA;118668,9
2018;FUNDAÇÃO CULTURAL DE CURITIBA;118668,9
2018;ENCARGOS GERAIS DO MUNICÍPIO;80474,71
2018;ENCARGOS GERAIS DO MUNICÍPIO;80474,71
2018;INSTITUTO MUNICIPAL DE ADMINISTRAÇÃO PÚBLICA;4000
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;2152,25
2018;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO MUNICÍPIO DE CURITIBA;2152,25
2018;INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CURITIBA;360,04
2018;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL;17930,76
2018;FUNDO MUNICIPAL DA SAÚDE;2222,89
